property_id,property_type,square_footage,bedrooms,bathrooms,year_built,lot_size,neighborhood,garage_spaces,pool,fireplace,view,renovation_year,renovation_cost,distance_to_school,distance_to_hospital,distance_to_grocery_store,crime_rate,median_income,property_tax,hoa_fee,heating_type,cooling_type,foundation_type,roof_material,energy_efficiency_rating,listing_date,selling_price,selling_date,profit_margin
287,townhouse,1993,3,1,1965,8.3,rural,3,false,false,ocean,2007,8820,9.8,1.9,6.2,8.0,119544,688,113,gas,none,basement,tile,9,9/27/2021,417833,4/2/2020,4600
288,apartment,966,3,3,1990,3.5,rural,1,true,true,city,1920,14074,0.4,8.3,1.1,5.1,144283,1655,297,gas,none,slab,asphalt,7,1/9/2021,72399,1/22/2021,400
289,apartment,4030,4,3,2002,9.9,urban,3,false,true,mountain,1997,36166,4.1,0.2,10.0,3.3,126671,2909,498,gas,central,basement,asphalt,2,7/13/2020,549413,10/6/2021,1400
290,townhouse,1197,4,3,1977,6.2,suburban,2,true,false,mountain,1920,30977,2.4,4.1,2.2,6.1,99700,3760,61,electric,none,crawl space,metal,7,6/27/2020,294955,3/27/2021,800
291,house,1278,6,3,1972,5.6,urban,3,false,false,ocean,1928,39738,0.3,9.3,5.4,1.7,66075,3516,434,electric,window,slab,metal,6,5/9/2021,763196,7/28/2020,1800
292,condo,2015,3,1,2017,6.8,rural,3,false,true,mountain,1999,24778,3.1,8.7,5.6,1.5,40076,3423,197,electric,window,slab,tile,7,11/11/2022,230053,5/14/2022,800
293,condo,1064,1,1,2016,6.7,urban,3,false,true,ocean,2017,27566,4.1,1.4,5.9,5.9,88001,1541,137,oil,none,basement,tile,2,11/6/2020,405743,8/30/2020,1300
294,apartment,1583,3,1,2009,7.6,rural,2,false,true,mountain,1962,23395,7.2,3.8,5.8,8.4,96640,4646,385,gas,none,crawl space,asphalt,1,2/24/2022,593533,11/2/2020,2400
295,apartment,4342,6,2,1941,6.7,urban,1,false,false,ocean,2009,42480,0.5,8.8,4.1,1.9,40148,2760,139,oil,central,slab,asphalt,4,1/5/2022,736516,2/20/2021,1600
296,townhouse,1198,2,1,1957,4.7,rural,3,false,false,city,1932,11340,1.1,8.5,7.0,7.6,133898,3872,166,electric,none,crawl space,tile,5,9/19/2021,435662,4/15/2021,3700
297,townhouse,725,3,3,1985,1.8,rural,1,false,true,city,1900,12925,1.6,1.3,4.9,9.5,56198,547,79,oil,none,slab,metal,4,5/18/2022,343876,6/27/2022,2500
298,townhouse,2635,1,2,1927,8.1,rural,2,false,true,city,1945,17589,7.3,6.3,3.0,1.8,147307,4629,363,gas,none,basement,metal,5,5/7/2020,280548,2/25/2021,1400
299,apartment,1091,4,4,1971,1.5,rural,0,false,false,mountain,2009,33418,4.2,3.1,5.2,6.0,136984,1789,205,electric,window,basement,tile,8,11/8/2022,471559,2/16/2022,1300
300,apartment,3004,6,4,1938,0.3,rural,2,false,true,ocean,1901,4478,2.5,4.6,9.8,1.9,122445,1543,109,gas,window,slab,tile,9,8/16/2021,385571,12/22/2020,8500
301,apartment,4918,1,4,1977,3.2,rural,2,false,true,city,1969,4903,8.4,8.1,2.0,0.4,46156,4338,403,electric,central,crawl space,tile,8,10/20/2020,176507,11/28/2020,3400
302,house,3586,3,4,1939,0.6,urban,3,false,false,ocean,1991,23777,6.9,7.8,9.8,3.7,68054,3459,297,electric,window,basement,metal,8,12/14/2021,251770,4/25/2020,900
303,townhouse,4895,6,2,1995,9.3,suburban,2,true,false,ocean,1936,8315,2.4,4.2,3.3,8.3,86933,2686,223,oil,window,slab,asphalt,5,10/22/2022,662371,9/25/2020,7800
304,apartment,3372,3,2,1918,8.4,rural,1,true,false,mountain,1906,8751,0.2,6.5,1.7,7.1,48659,3458,281,electric,none,basement,metal,4,1/8/2020,831330,1/31/2021,9300
305,apartment,3856,3,4,1961,8.5,rural,2,false,false,mountain,1986,47415,3.9,2.4,2.7,0.2,149702,523,420,oil,central,slab,asphalt,8,11/12/2022,873827,3/19/2022,1700
306,condo,1320,1,4,1993,7.0,rural,3,true,true,city,1956,14150,5.5,2.9,2.6,0.4,92609,1044,421,electric,central,slab,asphalt,6,6/22/2021,62085,9/7/2021,300
307,apartment,3770,2,2,1956,2.0,suburban,2,true,false,ocean,1955,49210,4.9,1.9,2.7,1.1,38291,2712,119,oil,window,crawl space,metal,5,8/2/2020,440684,7/1/2022,700
308,house,4405,1,3,1932,0.2,rural,3,true,true,city,1921,48289,3.9,1.8,2.3,4.5,54315,4708,480,gas,central,basement,asphalt,1,12/28/2022,106678,5/28/2021,100
309,house,4906,6,3,2007,7.5,suburban,0,false,true,city,2017,35088,4.9,4.9,3.9,8.6,66558,3222,351,electric,none,crawl space,tile,7,3/31/2021,424946,9/30/2020,1100
310,townhouse,2012,4,4,1906,7.2,suburban,0,false,false,ocean,1996,20302,2.7,2.3,6.9,5.0,58883,2489,328,gas,window,basement,tile,10,12/16/2020,972303,12/4/2020,4600
311,house,3770,3,2,1929,8.7,rural,0,true,true,city,1923,37807,5.4,6.0,1.1,0.7,69678,4934,317,oil,none,basement,tile,8,9/6/2020,791073,9/12/2020,1900
312,house,4464,6,2,1967,7.8,rural,1,true,false,city,1951,44344,4.3,4.6,2.8,8.7,140648,2267,414,electric,window,slab,asphalt,10,5/10/2020,625755,9/10/2021,1300
313,condo,2237,3,3,1941,9.6,urban,2,false,true,ocean,1947,13302,9.0,8.1,5.8,4.8,148703,1939,268,oil,none,crawl space,asphalt,6,3/10/2020,821285,10/26/2022,6000
314,house,4037,2,3,2004,3.2,suburban,1,false,true,city,1996,26971,9.2,5.1,6.1,6.2,41203,4669,363,oil,window,slab,tile,6,12/9/2022,990804,10/1/2021,3500
315,house,1912,2,4,1994,0.8,rural,3,true,false,city,1920,44810,1.5,5.5,4.7,9.6,63908,2820,494,electric,window,slab,tile,5,5/3/2021,500238,4/3/2020,1000
316,apartment,4465,4,2,1911,2.7,urban,2,false,false,ocean,1916,44204,1.8,4.1,3.7,5.9,87098,4253,371,gas,window,crawl space,asphalt,4,7/4/2020,119151,11/23/2022,100
317,condo,3577,4,2,2006,7.5,rural,3,true,false,ocean,1938,22711,6.6,3.5,0.3,9.7,27266,1280,288,oil,central,slab,asphalt,8,10/30/2022,304323,5/11/2021,1200
318,house,532,5,3,1910,6.9,urban,2,false,true,mountain,1963,41648,9.1,5.5,2.4,1.9,90918,1548,207,electric,central,crawl space,metal,2,6/24/2020,347586,2/9/2022,700
319,townhouse,3890,3,1,1990,2.7,rural,0,true,false,mountain,1930,16844,8.6,9.8,9.0,8.8,63833,1271,267,gas,central,basement,metal,6,3/24/2020,841195,4/13/2020,4800
320,house,1015,4,2,2005,2.1,suburban,3,false,false,city,1940,39122,3.4,3.3,9.6,7.3,69466,621,233,oil,window,basement,tile,10,7/23/2020,118982,9/9/2021,200
321,apartment,1096,1,1,1969,9.8,rural,3,false,false,ocean,1900,48850,2.3,5.7,3.7,4.2,79686,640,170,gas,none,slab,tile,4,4/2/2021,261074,8/15/2021,400
322,house,984,4,2,1974,3.3,urban,2,true,true,ocean,1923,46067,1.6,9.7,2.5,7.2,20631,1695,203,electric,central,basement,metal,4,4/1/2021,780191,9/19/2021,1500
323,apartment,682,1,4,1977,7.3,rural,0,true,false,mountain,1919,13595,4.3,2.5,6.9,5.6,112563,810,111,gas,window,crawl space,tile,2,7/23/2022,199185,7/28/2020,1300
324,apartment,4997,4,4,1999,4.7,rural,1,false,true,ocean,1998,24935,4.9,10.0,6.6,5.5,94633,2376,125,gas,none,crawl space,asphalt,6,2/3/2020,238731,3/23/2022,800
325,townhouse,3253,5,3,2014,2.9,urban,1,true,true,city,2006,32491,5.0,6.2,5.0,0.4,54785,2952,433,oil,none,basement,asphalt,10,10/26/2020,264069,3/14/2022,700
326,condo,4914,4,1,1940,1.9,urban,3,false,false,ocean,1947,46176,7.4,4.5,8.9,8.4,84182,768,244,oil,none,basement,asphalt,8,8/22/2021,119820,9/4/2020,100
327,townhouse,4523,5,1,1936,1.7,urban,2,false,false,ocean,2013,15536,8.6,1.9,9.6,0.7,137697,2750,87,oil,none,slab,asphalt,4,4/16/2020,264101,4/22/2021,1500
328,condo,2451,6,4,2009,4.6,suburban,0,true,false,ocean,1955,21239,9.6,2.8,2.7,4.9,78106,3423,409,electric,central,basement,tile,8,6/20/2020,633517,2/19/2020,2800
329,condo,1506,2,2,1952,6.5,suburban,3,false,true,mountain,1902,17512,4.2,3.5,0.4,5.7,95656,813,467,oil,none,crawl space,metal,3,11/11/2021,528772,4/30/2022,2900
330,apartment,1860,6,3,1934,6.2,urban,3,true,false,city,1969,28038,3.0,2.3,0.2,1.7,72783,1431,217,electric,none,slab,tile,2,2/14/2021,132239,6/21/2020,300
331,condo,3219,4,1,1925,4.2,rural,1,false,true,city,1988,36789,2.6,9.6,1.9,8.8,76577,4312,139,gas,none,slab,asphalt,6,6/24/2020,284787,1/3/2020,600
332,house,3402,6,2,1929,3.0,suburban,0,true,false,city,1959,9110,7.7,3.0,6.9,4.9,32809,2182,457,electric,none,crawl space,tile,2,4/29/2021,206007,7/20/2021,2100
333,condo,1426,4,4,1981,2.4,suburban,2,true,false,ocean,1932,41575,2.6,4.2,7.3,4.2,147890,895,479,gas,window,crawl space,asphalt,6,6/11/2022,834985,12/3/2022,1900
334,house,2051,5,1,1950,9.8,rural,1,false,false,mountain,1904,1962,0.9,5.6,9.7,9.7,129566,3431,321,electric,central,basement,asphalt,3,5/24/2020,663336,5/16/2022,33700
335,townhouse,1122,2,4,1926,0.2,suburban,2,true,false,city,2001,33248,6.1,6.1,1.2,2.2,122207,3412,84,electric,none,slab,metal,6,12/12/2020,391462,7/21/2020,1000
336,apartment,3720,6,4,1979,9.0,suburban,1,false,false,city,1951,39473,4.2,5.1,0.7,6.0,107568,1599,305,gas,central,crawl space,metal,2,6/2/2022,606847,11/19/2022,1400
337,townhouse,3375,6,2,2003,6.5,suburban,2,false,false,mountain,1929,11047,9.9,5.6,2.2,2.2,29122,730,110,electric,none,crawl space,tile,9,4/10/2020,681443,2/25/2021,6000
338,condo,2534,4,2,1950,9.0,suburban,2,false,false,mountain,1913,27758,1.8,8.3,4.0,0.5,101869,3630,434,electric,central,crawl space,metal,4,1/9/2022,271383,4/6/2020,800
339,house,2657,2,4,1905,5.2,urban,3,false,true,city,1993,25870,1.6,4.3,2.9,7.5,38240,2445,181,oil,none,slab,tile,7,6/2/2020,456066,7/9/2022,1600
340,house,1857,1,3,1977,2.8,urban,0,true,false,city,1918,6066,1.4,6.5,7.3,6.4,124723,4462,198,electric,none,crawl space,metal,8,12/2/2020,789554,1/28/2022,12900
341,apartment,4176,6,4,1906,0.4,urban,3,false,true,ocean,1962,5431,4.9,5.6,5.0,9.2,149734,3616,376,oil,none,slab,tile,9,4/21/2021,195264,3/29/2022,3400
342,townhouse,972,1,2,1980,7.2,rural,0,false,true,city,1930,48607,6.0,6.4,0.8,0.3,56781,3347,124,electric,none,slab,asphalt,3,9/5/2022,725381,1/10/2020,1300
343,townhouse,3645,4,1,1989,2.6,rural,0,false,true,mountain,1960,8034,8.9,0.6,6.7,6.9,110529,3119,329,oil,central,slab,metal,2,11/15/2021,242790,4/4/2022,2900
344,apartment,1159,4,3,1932,2.5,rural,0,false,true,ocean,1952,39959,1.3,5.0,9.1,1.4,127807,4573,219,electric,none,basement,tile,6,12/6/2021,591676,10/13/2020,1300
345,condo,1911,5,2,1919,6.6,suburban,2,true,true,city,1986,25179,6.9,9.1,2.8,5.8,76673,738,298,gas,none,crawl space,tile,4,4/30/2020,505645,8/13/2020,1900
346,apartment,2808,6,3,2014,9.3,suburban,3,false,true,ocean,1974,47514,7.1,9.8,5.7,4.8,132472,1614,101,gas,none,basement,asphalt,2,6/8/2022,718754,12/19/2020,1400
347,condo,3082,3,2,1945,3.4,suburban,1,false,true,mountain,1916,25546,1.7,0.4,5.0,7.8,85504,2424,350,oil,none,slab,metal,1,3/14/2020,526644,3/27/2021,1900
348,house,3728,6,4,2004,1.2,rural,2,false,true,city,1984,14537,5.6,8.5,2.0,6.5,93999,4064,129,gas,central,basement,tile,8,9/22/2021,155081,6/12/2022,900
349,townhouse,4347,4,3,2000,4.2,urban,0,false,true,city,1935,27248,7.3,6.7,4.8,7.8,124602,4780,221,oil,central,crawl space,tile,1,11/16/2022,225233,6/21/2021,700
350,house,636,4,1,1950,0.4,urban,2,false,false,mountain,2010,22730,5.6,3.4,1.9,6.2,82822,800,485,gas,central,slab,tile,2,8/12/2020,280383,3/8/2021,1100
351,apartment,1826,6,4,1993,7.7,urban,1,true,true,ocean,1907,14055,8.0,7.5,7.1,9.6,134074,2303,94,electric,none,slab,asphalt,2,7/25/2021,184034,4/20/2020,1200
352,condo,3191,4,1,2012,6.6,suburban,3,true,true,mountain,1956,15349,3.6,1.8,2.7,8.4,40125,3583,205,electric,window,crawl space,asphalt,3,7/30/2021,277335,9/22/2022,1700
353,townhouse,4499,4,3,1931,4.5,rural,2,true,true,ocean,1970,5359,7.7,8.3,1.8,5.4,122003,3457,447,oil,window,slab,asphalt,2,5/24/2022,228905,7/16/2020,4100
354,condo,2181,6,2,1992,4.1,urban,2,true,false,mountain,1954,10654,3.4,6.1,5.8,8.8,26395,3686,464,oil,window,crawl space,metal,6,6/16/2020,548659,1/26/2022,5000
355,house,2038,1,4,1937,1.3,suburban,0,false,true,mountain,1973,3601,9.4,2.0,2.4,8.3,94155,2582,264,gas,window,slab,metal,3,4/6/2021,141990,8/14/2020,3800
356,house,3434,5,1,2019,9.0,rural,2,true,false,mountain,1961,22801,7.6,9.1,8.4,6.8,24538,2407,145,electric,window,basement,metal,9,9/15/2021,940112,9/2/2021,4000
357,townhouse,1701,5,2,1918,8.8,urban,2,true,false,city,2016,4651,8.2,2.4,2.8,4.4,46264,2174,221,oil,none,basement,metal,9,4/11/2020,675188,4/30/2021,14400
358,house,3479,6,1,1949,1.8,rural,2,false,true,mountain,2008,18446,3.9,9.8,0.3,6.2,138863,2585,353,electric,central,basement,asphalt,7,4/8/2021,896197,4/26/2022,4700
359,townhouse,4947,5,4,1903,9.8,rural,1,false,true,mountain,1929,29488,3.0,8.6,7.4,7.7,149927,1880,456,oil,none,crawl space,tile,3,11/5/2022,72240,3/31/2022,100
360,townhouse,1721,6,1,1952,3.2,suburban,1,false,true,city,1968,47047,3.6,6.0,0.5,8.3,114468,1815,443,oil,central,slab,metal,2,8/28/2021,264419,5/16/2020,400
361,condo,2158,4,3,1909,4.1,suburban,0,true,true,city,1983,6275,2.4,9.4,9.0,0.2,36795,4367,465,gas,none,slab,metal,7,7/7/2020,540714,11/12/2022,8500
362,condo,2349,1,3,1932,1.2,urban,1,true,true,city,1962,25680,7.4,1.4,1.8,5.7,98705,3178,121,gas,window,slab,metal,5,1/28/2022,748528,4/9/2022,2800
363,condo,1364,1,3,1930,2.8,urban,2,false,false,ocean,1965,22211,7.4,7.3,0.8,2.5,49423,4195,175,oil,none,basement,metal,5,8/2/2020,313352,8/24/2021,1300
364,house,3910,1,1,1949,4.1,suburban,3,false,true,city,2014,13776,0.7,9.6,7.3,0.9,133950,4757,485,gas,none,basement,metal,8,10/27/2022,333722,5/1/2021,2300
365,house,4615,6,4,1983,6.5,suburban,3,false,true,city,1911,11106,5.3,4.1,0.4,9.3,96954,2096,403,gas,window,crawl space,metal,9,11/19/2020,960294,9/19/2020,8500
366,condo,4248,2,4,2019,1.8,suburban,2,true,true,mountain,1922,8893,8.9,6.4,8.5,5.6,80277,2195,188,gas,central,crawl space,tile,3,8/10/2021,652739,4/2/2020,7200
367,apartment,3457,1,3,1921,0.5,suburban,0,true,false,city,1909,19382,7.0,8.3,9.2,2.4,64329,4818,399,gas,window,basement,tile,8,3/3/2020,963371,12/11/2020,4800
368,house,1625,3,3,1995,9.2,urban,3,true,true,city,1948,28460,6.8,8.8,4.5,6.8,62112,2829,379,oil,central,basement,asphalt,9,3/17/2020,518336,5/1/2020,1700
369,townhouse,4787,5,2,1921,3.5,urban,0,true,false,mountain,2009,9988,9.0,5.0,1.0,8.8,61722,4320,239,electric,window,crawl space,asphalt,7,10/19/2020,334168,8/26/2021,3200
370,townhouse,2417,2,2,2001,2.6,urban,1,true,true,city,1942,28171,3.6,4.3,3.6,5.0,76253,1273,199,oil,window,basement,metal,9,9/7/2020,424664,10/25/2020,1400
371,house,1986,3,4,1930,9.6,urban,1,false,true,ocean,1924,35281,2.1,8.7,7.9,4.3,50917,1858,381,gas,window,slab,tile,9,2/10/2021,225137,9/23/2020,500
372,house,556,4,3,1962,3.3,rural,3,false,false,ocean,1969,31506,3.2,9.5,9.3,7.1,35284,2027,83,electric,none,basement,metal,5,11/8/2022,685198,10/23/2020,2000
373,apartment,4019,6,1,1908,2.8,suburban,0,false,true,mountain,1983,5631,8.5,4.6,5.4,5.1,104721,4035,476,oil,window,slab,tile,2,10/31/2022,154548,12/2/2021,2600
374,apartment,1140,1,4,1923,6.7,suburban,1,true,true,ocean,1915,17774,7.5,4.3,0.8,1.3,133187,1265,297,gas,window,basement,tile,9,11/17/2021,317659,10/8/2020,1600
375,apartment,3104,2,1,1934,6.0,rural,0,false,true,mountain,1986,17887,7.9,2.0,2.3,9.0,126490,4897,499,electric,central,crawl space,metal,2,4/29/2020,230490,3/22/2022,1100
376,house,2158,2,4,1901,6.3,rural,0,false,false,mountain,1969,22253,9.9,6.1,0.5,7.8,85291,4987,319,gas,none,crawl space,tile,2,4/30/2021,566376,6/16/2021,2400
377,house,1534,5,2,1969,9.4,urban,1,true,false,mountain,1951,5056,9.3,0.2,4.0,3.2,80832,2934,87,gas,central,crawl space,asphalt,7,11/9/2022,850622,11/20/2022,16700
378,townhouse,1330,1,4,2017,7.0,urban,2,true,true,mountain,2012,30817,0.5,2.3,6.6,3.1,59741,4139,244,gas,central,basement,asphalt,3,4/1/2021,152154,6/28/2021,300
379,apartment,1358,6,3,1993,5.1,rural,1,false,false,mountain,1994,44955,6.2,0.9,8.8,3.4,93472,2212,317,gas,central,basement,metal,1,9/28/2020,984965,12/7/2021,2000
380,townhouse,3498,3,1,1993,7.3,urban,0,true,true,mountain,1979,12724,6.6,9.7,0.5,3.9,130106,3838,462,gas,none,slab,asphalt,7,8/2/2022,147984,10/27/2022,1000
381,condo,3991,1,2,1953,4.8,urban,2,true,false,city,1988,43553,4.0,3.1,4.5,2.1,88632,2319,430,gas,window,slab,metal,10,3/19/2020,958080,7/3/2022,2000
382,townhouse,2186,4,4,1935,5.2,urban,0,true,false,ocean,2020,34703,2.5,2.0,8.0,6.4,90157,2031,448,electric,none,crawl space,tile,7,1/25/2022,369097,10/28/2021,900
383,condo,2486,6,4,1955,8.7,urban,1,false,false,city,1976,13642,3.3,7.8,3.1,8.6,116141,4899,199,gas,window,slab,asphalt,7,1/22/2020,232308,6/26/2020,1600
384,condo,1184,4,2,1921,2.0,suburban,0,false,false,city,1960,40722,6.8,10.0,0.9,3.4,52698,1616,241,electric,none,crawl space,asphalt,3,8/29/2021,367403,5/31/2021,800
385,apartment,632,1,2,1966,7.0,urban,0,true,false,city,2017,16364,8.4,1.0,1.1,4.1,117632,4902,472,electric,central,crawl space,tile,1,4/28/2022,96592,6/9/2020,400
386,townhouse,1134,6,3,1918,3.2,suburban,0,false,true,city,2022,46622,10.0,2.2,1.8,6.6,20700,1399,281,electric,none,crawl space,asphalt,1,9/20/2022,476230,12/11/2021,900
387,apartment,831,5,4,1975,8.8,suburban,0,true,true,city,1944,2431,7.6,2.0,6.2,6.8,128024,4213,101,gas,none,basement,asphalt,4,1/15/2021,113625,12/1/2020,4500
388,apartment,4232,5,1,1919,5.2,urban,1,false,false,ocean,1972,39747,2.1,5.7,0.9,3.8,112921,4850,362,oil,none,basement,metal,1,9/29/2022,824122,6/5/2021,1900
389,condo,3944,3,4,1925,9.9,urban,3,false,true,mountain,1950,2787,4.6,3.5,8.7,7.5,94776,3741,472,electric,window,basement,tile,9,1/8/2020,817024,2/24/2022,29200
390,house,4755,5,4,1931,6.7,suburban,2,true,true,ocean,2021,6934,8.0,6.9,5.2,2.0,136693,4178,426,electric,central,slab,metal,3,5/18/2020,997986,4/8/2021,14200
391,apartment,1980,3,2,1943,3.1,urban,0,false,false,mountain,1977,5399,4.6,2.8,8.2,9.9,139377,1404,73,oil,window,slab,metal,8,5/3/2020,675012,4/20/2020,12400
392,apartment,1608,3,2,1981,8.2,urban,3,true,true,mountain,1912,12959,9.9,8.4,5.0,6.8,119978,4686,271,oil,none,crawl space,tile,10,8/30/2021,959525,1/29/2021,7300
393,condo,2198,2,2,1924,9.0,suburban,3,false,false,ocean,1958,3638,9.6,6.9,0.7,1.4,69687,2329,250,electric,central,crawl space,metal,3,4/14/2020,858961,8/15/2022,23500
394,townhouse,4163,3,3,1962,6.2,urban,0,true,true,mountain,1960,6468,8.1,1.5,6.3,5.9,47331,3202,261,gas,window,slab,metal,3,9/24/2020,450539,9/11/2020,6800
395,apartment,2635,2,4,2002,9.6,urban,2,true,false,ocean,2016,13798,2.1,3.7,9.0,9.6,29935,898,258,gas,none,basement,tile,9,8/31/2022,85949,9/8/2022,500
396,apartment,1836,2,1,1984,3.0,urban,3,false,false,ocean,2014,29548,5.0,0.3,4.3,9.0,129469,3138,364,gas,central,crawl space,tile,2,11/20/2021,212023,4/11/2020,600
397,apartment,814,1,3,2006,2.0,urban,3,false,false,mountain,1993,24907,5.4,4.6,7.2,1.8,79107,2324,354,electric,window,crawl space,metal,7,9/22/2021,300698,12/13/2022,1100
398,condo,4704,5,2,1980,2.9,suburban,2,false,false,ocean,1983,7905,8.5,5.0,4.8,7.5,128052,4733,147,oil,window,slab,metal,7,7/24/2022,592583,8/17/2022,7300
399,townhouse,2485,1,1,1947,9.5,suburban,1,true,true,ocean,1957,34474,5.9,4.8,4.9,5.0,32378,2103,54,oil,window,crawl space,tile,4,6/9/2022,437421,7/18/2020,1100
400,condo,2694,1,4,1912,6.8,suburban,3,false,false,city,1990,37766,7.2,7.5,8.0,5.6,63301,4967,250,electric,central,basement,tile,2,12/1/2020,692261,12/28/2021,1700
401,apartment,3803,3,4,2012,0.4,urban,0,true,false,ocean,1994,34060,9.7,7.5,1.1,0.4,116852,3647,147,electric,window,crawl space,asphalt,9,12/24/2021,577652,1/9/2022,1500
402,house,2104,4,3,1900,9.0,urban,1,true,true,city,1918,35070,2.1,2.1,6.8,2.0,124080,2678,456,gas,none,basement,asphalt,5,6/21/2021,781602,7/23/2020,2100
403,house,2935,1,4,1906,7.3,suburban,0,false,false,mountain,1964,27207,4.7,4.3,9.4,1.3,93096,2451,183,electric,window,crawl space,tile,9,2/6/2021,98365,12/26/2020,200
404,apartment,2893,1,2,1992,4.0,rural,0,false,true,mountain,1981,48210,5.2,9.7,3.2,5.3,23158,1075,195,oil,central,crawl space,asphalt,6,11/25/2020,514516,5/5/2022,900
405,condo,4198,4,1,1979,4.3,suburban,1,true,false,mountain,2009,16990,7.7,7.6,8.6,8.5,108022,4197,330,gas,central,crawl space,metal,1,10/24/2022,333905,10/8/2022,1800
406,apartment,2768,3,3,1983,1.4,rural,2,false,false,city,1995,28635,7.4,2.3,4.0,1.0,126946,2567,463,gas,none,basement,tile,2,5/13/2021,942062,6/24/2020,3100
407,townhouse,3194,3,1,2005,2.6,urban,3,false,true,ocean,1918,5259,0.6,2.3,5.7,6.7,102257,1972,219,electric,none,crawl space,metal,9,4/18/2021,103362,7/7/2021,1800
408,house,705,3,1,1961,4.9,urban,2,true,true,mountain,1930,41702,4.3,5.0,5.0,9.7,58963,926,250,electric,window,basement,asphalt,5,10/6/2020,638124,6/1/2022,1400
409,townhouse,4661,3,2,1939,7.8,rural,2,true,false,city,1906,36316,5.9,8.1,4.2,1.9,93109,3184,432,gas,none,slab,metal,3,5/25/2021,719463,11/27/2021,1800
410,condo,2132,1,2,1954,3.9,rural,3,true,true,ocean,1958,32704,1.7,4.1,0.9,9.7,105371,1382,351,electric,window,slab,asphalt,7,10/6/2022,506797,2/28/2022,1400
411,condo,3979,3,3,1905,0.7,urban,0,false,false,ocean,1905,11970,4.8,9.3,7.6,8.9,34871,850,96,electric,central,crawl space,tile,10,8/13/2020,348066,3/7/2022,2800
412,condo,4153,4,2,1963,8.7,rural,1,false,true,ocean,1927,13524,8.8,6.1,5.1,8.6,78332,4296,134,electric,none,slab,asphalt,1,10/18/2021,696014,11/30/2022,5000
413,house,1497,6,2,1996,6.3,urban,3,true,true,mountain,1929,1492,0.9,8.3,0.3,5.9,102925,3334,487,oil,window,slab,asphalt,4,10/19/2021,208598,12/2/2020,13800
414,apartment,3344,4,2,2004,6.9,rural,1,false,false,ocean,1959,45811,3.8,5.9,5.8,2.9,30489,2270,117,electric,none,basement,tile,4,10/5/2020,924327,5/28/2020,1900
415,townhouse,2574,6,3,1938,4.8,urban,0,false,true,mountain,1904,24923,0.5,7.6,9.1,2.7,31440,915,241,gas,central,crawl space,tile,9,6/22/2020,608299,3/8/2022,2300
416,condo,4250,5,2,1956,4.8,urban,2,false,false,mountain,1903,28293,6.1,3.0,4.0,9.8,144721,3486,494,gas,central,slab,metal,6,10/23/2021,613237,6/23/2020,2000
417,house,3162,4,4,1995,8.2,suburban,1,true,true,city,1960,12522,5.3,2.2,6.0,9.8,126261,4870,134,oil,central,basement,asphalt,9,12/24/2022,116829,11/2/2022,800
418,condo,2636,1,4,1989,4.1,suburban,2,true,true,mountain,1984,42941,8.8,6.5,6.1,9.9,126658,4272,294,gas,none,basement,metal,9,7/20/2021,960787,3/26/2020,2100
419,condo,1511,6,4,1970,3.3,suburban,3,true,false,city,1971,43701,2.9,6.7,3.1,7.3,94215,1251,200,electric,none,slab,asphalt,5,11/12/2020,387721,2/11/2020,700
420,townhouse,1461,3,3,2001,4.5,suburban,0,false,false,ocean,1933,5254,2.9,1.2,8.6,0.2,141845,3147,359,electric,none,basement,metal,10,1/25/2021,422036,12/6/2021,7900
421,apartment,895,2,4,1923,2.6,urban,3,true,false,city,1969,21255,7.6,7.6,9.5,5.5,94477,3571,323,oil,window,basement,asphalt,1,9/2/2020,969314,9/5/2020,4400
422,condo,1709,4,4,1917,7.3,rural,3,false,false,ocean,1929,41940,2.0,5.5,4.2,0.3,99490,3308,341,gas,none,basement,tile,10,9/12/2020,283507,2/25/2022,500
423,condo,3178,5,4,1934,2.2,suburban,2,true,false,city,1967,40100,5.0,7.1,6.8,3.2,64337,2463,315,oil,central,slab,metal,1,7/4/2021,496085,11/10/2020,1100
424,house,790,6,4,2004,4.0,rural,2,true,true,mountain,1994,39020,0.9,1.6,4.1,4.8,146066,3744,387,electric,none,slab,metal,10,6/15/2022,284641,2/11/2020,600
425,house,1689,3,2,1915,3.1,urban,3,false,false,ocean,1994,26497,0.7,0.1,0.9,2.0,35950,3016,255,electric,central,crawl space,tile,2,1/13/2020,605488,1/22/2022,2100
426,townhouse,2654,6,3,2006,2.1,urban,3,false,true,mountain,1926,3353,7.2,1.4,9.9,0.6,55555,1402,247,gas,central,slab,metal,2,11/24/2021,915602,11/22/2020,27200
427,house,4646,4,3,1946,4.7,urban,2,true,true,city,1932,34599,4.4,2.8,3.8,8.0,102861,4405,159,gas,window,slab,metal,9,2/19/2020,656591,8/29/2020,1700
428,house,1030,1,2,1985,7.8,urban,1,false,true,mountain,1958,6496,3.1,8.4,3.1,1.9,142659,3015,126,oil,none,slab,asphalt,3,1/16/2021,401867,7/1/2020,6000
429,townhouse,3493,3,4,1946,2.6,urban,3,false,false,city,1980,36075,4.8,5.1,9.0,0.3,58974,505,106,electric,window,basement,metal,9,8/6/2020,481362,9/1/2021,1200
430,house,4333,3,3,1964,7.9,suburban,3,false,true,city,1978,2249,5.4,9.9,8.6,0.3,140698,3138,98,gas,none,crawl space,asphalt,5,3/21/2020,55518,3/17/2021,2300
